_id,codigo,descripcion,precioVentaBase,TARIFA SAVIA SALUD
A2emsZ8hPeRdqEPyx,2090197,STENT CORONARIO MEDICADO SYNERGY 40MM X 38MM REFH7493926238400,2858499,2858499
JGS97DMTahb82dGWT,2090198,STENT CORONARIO MEDICADO SYNERGY 400 X 12 REFH7493926212400,2858499,2858499
MuRNh3LL5KJwJaQxw,2090199,STENT CORONARIO MEDICADO SYNERGY 400 X 28 REFH7493926228400,2858499,2858499
fvWTztMbX77jtyxZi,2090200,STENT CORONARIO MEDICADO SYNERGY 400 X 8 REFH7493926208400,2858499,2858499
vgaTCgDkZ96nYkEL9,2090201,STENT CORONARIO MEDICADO ULTIMASTER  275MM X 18MM REF:DE-RD2718KSM,2858499,2858499
pS6HESopCjRWnp8AL,2090202,STENT CORONARIO MEDICADO ULTIMASTER STENT 275 MM X 9 MM REF 8DE-RD2709KSM,2858499,2858499
eJ6NPTvxkegkc2ZuL,2090203,STENT CORONARIO MEDICADO ULTIMASTER STENT 30 MM X 15 MM REF 8DE-RD3015KSM,2858499,2858499
D9TnWA84dYvFXb9Hq,2090204,STENT CORONARIO MEDICADO XIENCE ALPINE 200 X 08 MM REF1120200-08,2858499,2858499
WgzbPtzJXLv368Nok,2090205,STENT CORONARIO MEDICADO XIENCE ALPINE 200 X 12 MM REF1120200-12,2858499,2858499
aELLxSb3jSiRtuHuy,2090206,STENT CORONARIO MEDICADO XIENCE ALPINE 200 X 15 MM REF1120200-15,2858499,2858499
gyCDXSoqZgDk3mx8X,2090207,STENT CORONARIO MEDICADO XIENCE ALPINE 200 X 18 MM REF1120200-18,2858499,2858499
ToicdbmeTuzEYkvS9,2090208,STENT CORONARIO MEDICADO XIENCE ALPINE 200 X 23 MM REF1120200-23,2858499,2858499
Qq6ZfXk5ksF8yPo8u,2090209,STENT CORONARIO MEDICADO XIENCE ALPINE 200 X 28 MM REF1120200-28,2858499,2858499
f7XtcGrgzsiRbFGHC,2090210,STENT CORONARIO MEDICADO XIENCE ALPINE 225 X 08 MM REF1120225-08,2858499,2858499
8EvTdS2DAGgCBdkXp,2090211,STENT CORONARIO MEDICADO XIENCE ALPINE 225 X 12 MM REF1120225-12,2858499,2858499
WSGRutJciPAsLANJa,2090212,STENT CORONARIO MEDICADO XIENCE ALPINE 225 X 15 MM REF1120225-15,2858499,2858499
vLbFpTvEQwhBbHvgL,2090213,STENT CORONARIO MEDICADO XIENCE ALPINE 225 X 18 MM REF1120225-18,2858499,2858499
tzY7RqMSJ5YQhuGvg,2090214,STENT CORONARIO MEDICADO XIENCE ALPINE 225 X 23 MM REF1120225-23,2858499,2858499
Auw8MgTZy4mD4n6j2,2090215,STENT CORONARIO MEDICADO XIENCE ALPINE 225 X 28 MM REF1120225-23,2858499,2858499
HqyfWfSEm7MuwefAy,2090216,STENT CORONARIO MEDICADO XIENCE ALPINE 250 X 08 MM REF1120250-08,2858499,2858499
5rbjNA3SPGTwbiEe7,2090217,STENT CORONARIO MEDICADO XIENCE ALPINE 250 X 12 MM REF1120250-12,2858499,2858499
fGeLiKn7G6FYrCmHp,2090218,STENT CORONARIO MEDICADO XIENCE ALPINE 250 X 15 MM REF1120250-15,2858499,2858499
tXSza4C9rDACaCJWu,2090219,STENT CORONARIO MEDICADO XIENCE ALPINE 250 X 18 MM REF1120250-18,2858499,2858499
HS5voryxQbTTZMJvS,2090220,STENT CORONARIO MEDICADO XIENCE ALPINE 250 X 23 MM REF1120250-23,2858499,2858499
Jh7nnjixqeuMEttaQ,2090221,STENT CORONARIO MEDICADO XIENCE ALPINE 250 X 28 MM REF1120250-28,2858499,2858499
jyT4uaMvnbLn7zSCD,2090222,STENT CORONARIO MEDICADO XIENCE ALPINE 250 X 33 MM REF1120250-33,2858499,2858499
ab9oeAMenrsGAS5sH,2090223,STENT CORONARIO MEDICADO XIENCE ALPINE 250 X 38 MM REF1120250-38,2858499,2858499
hT2oCMZK6utEDuQqg,2090224,STENT CORONARIO MEDICADO XIENCE ALPINE 275 X 12 MM REF1120275-12,2858499,2858499
CvMProDX7QfB2Hj4q,2090225,STENT CORONARIO MEDICADO XIENCE ALPINE 275 X 15 MM REF1120275-15,2858499,2858499
FBY2mSPpHydP3aktj,2090226,STENT CORONARIO MEDICADO XIENCE ALPINE 275 X 18 MM REF1120275-18,2858499,2858499
PgDXHiYMXq3jL9ZGR,2090227,STENT CORONARIO MEDICADO XIENCE ALPINE 275 X 23 MM REF1120275-23,2858499,2858499
CaJwrxBLXr9fvkzXf,2090228,STENT CORONARIO MEDICADO XIENCE ALPINE 275 X 28 MM REF1120275-28,2858499,2858499
7gNBG7sw9aDrJBFk5,2090229,STENT CORONARIO MEDICADO XIENCE ALPINE 275 X 33 MM REF1120275-33,2858499,2858499
D4ZG7H52JPGXgcKRS,2090230,STENT CORONARIO MEDICADO XIENCE ALPINE 275 X 38 MM REF1120275-38,2858499,2858499
72L97BhqqCgiTCQvY,2090231,STENT CORONARIO MEDICADO XIENCE ALPINE 300 X 08 MM REF1120300-08,2858499,2858499
cWFCfX49pLutu36Qv,2090232,STENT CORONARIO MEDICADO XIENCE ALPINE 300 X 12 MM REF1120300-12,2858499,2858499
3oHQxpG3HoHkBnPmb,2090233,STENT CORONARIO MEDICADO XIENCE ALPINE 300 X 15 MM REF1120300-15,2858499,2858499
eKF33GYq5whtpRaui,2090234,STENT CORONARIO MEDICADO XIENCE ALPINE 300 X 18 MM REF1120300-18,2858499,2858499
wqWAcPREpk8Y5EhLz,2090235,STENT CORONARIO MEDICADO XIENCE ALPINE 300 X 23 MM REF1120300-23,2858499,2858499
kHuqFkrQpCfmT8TDj,2090236,STENT CORONARIO MEDICADO XIENCE ALPINE 300 X 28 MM REF1120300-28,2858499,2858499
kycPnTM4HNvpek4En,2090237,STENT CORONARIO MEDICADO XIENCE ALPINE 300 X 33 MM REF1120300-33,2858499,2858499
ucZ8vFNCvuAy6qveo,2090238,STENT CORONARIO MEDICADO XIENCE ALPINE 300 X 38 MM REF1120300-38,2858499,2858499
huG8NjgF5A5neosJn,2090239,STENT CORONARIO MEDICADO XIENCE ALPINE 325 X 23 MM REF1120325-23,2858499,2858499
E54cR2D6bekokDHe5,2090240,STENT CORONARIO MEDICADO XIENCE ALPINE 325 X 28 MM REF1120325-28,2858499,2858499
dfHszz9h3m3CT7YYG,2090241,STENT CORONARIO MEDICADO XIENCE ALPINE 350 X 08 MM REF1120350-08,2858499,2858499
kdMQ2JDfy6huYqLgP,2090242,STENT CORONARIO MEDICADO XIENCE ALPINE 350 X 12 MM REF1120350-12,2858499,2858499
2qw53DKkCvM5PN7wd,2090243,STENT CORONARIO MEDICADO XIENCE ALPINE 350 X 15 MM REF1120350-15,2858499,2858499
nrMbawErmQsvgFjue,2090244,STENT CORONARIO MEDICADO XIENCE ALPINE 350 X 18 MM REF1120350-18,2858499,2858499
oWY9S6ZAaqnAbvusT,2090245,STENT CORONARIO MEDICADO XIENCE ALPINE 350 X 23 MM REF1120350-23,2858499,2858499
oPrioQhrboYarSod5,2090246,STENT CORONARIO MEDICADO XIENCE ALPINE 350 X 28 MM REF120350-28,2858499,2858499
6Jcdw8BwTgeovG74P,2090247,STENT CORONARIO MEDICADO XIENCE ALPINE 350 X 33 MM REF1120350-33,2858499,2858499
bTjZKJR5wEzuRoqD5,2090248,STENT CORONARIO MEDICADO XIENCE ALPINE 350 X 38 MM REF1120350-38,2858499,2858499
qerCWgrK8hmLAGHRt,2090249,STENT CORONARIO MEDICADO XIENCE ALPINE 400 X 08 MM REF1120400-08,2858499,2858499
GTWqoguE8uWyjiAKS,2090250,STENT CORONARIO MEDICADO XIENCE ALPINE 400 X 12 MM REF1120400-12,2858499,2858499
9zF9z756JrkfAgtRD,2090251,STENT CORONARIO MEDICADO XIENCE ALPINE 400 X 15 MM REF1120400-15,2858499,2858499
zKXNvKeT8Fj9tsRm6,2090252,STENT CORONARIO MEDICADO XIENCE ALPINE 400 X 18 MM REF1120400-18,2858499,2858499
755Y4TWRvcxTAg9yY,2090253,STENT CORONARIO MEDICADO XIENCE ALPINE 400 X 23 MM REF1120400-23,2858499,2858499
tyMYmrSQWD3dTJ4Z9,2090254,STENT CORONARIO MEDICADO XIENCE ALPINE 400 X 28 MM REF1120400-28,2858499,2858499
8hCWDRneNDKrRhYvD,2090255,STENT CORONARIO MEDICADO XIENCE ALPINE 400 X 33 MM REF1120400-33,2858499,2858499
jstGqtA4MxK8q4Rfq,2090256,STENT CORONARIO MEDICADO XIENCE ALPINE 400 X 38 MM REF1120400-38,2858499,2858499
wu6hsDgJbRbFjQRWq,2090257,STENT CORONARIO MEDICADO XIENCIE XPE 250X48 RX CE REF1070250-48,2858499,2858499
yS4v8E8w6SHx9KPhc,2090258,STENT CORONARIO MEDICADO XIENCIE XPE 275X48 RX CE REF1070275-48,2858499,2858499
wWfzvHPZ2xgGAfbqo,2090259,STENT CORONARIO MEDICADO XIENCIE XPE 300X48 RX CE REF1070300-48,2858499,2858499
R5kK74AGW6BujdrbN,2090260,STENT CORONARIO MEDICADO XIENCIE XPE 3.50X48 RX CE REF: 1070350-48,2858499,2858499
jiiw2tGxy8QfG6o7m,2090261,STENT CORONARIO ULTIMASTER 225 MM X 12 MM REF8DE-RD2212KSM,2858499,2858499
BGYQyYgZMdYiNSNxP,2090262,STENT CORONARIO ULTIMASTER 225 MM X 15 MM REF8DE-RD2215KSM,2858499,2858499
BucxFj4XYGpjYeKJf,2090263,STENT CORONARIO ULTIMASTER 225 MM X 18 MM REF8DE-RD2218KSM,2858499,2858499
zy6GBsADuk2vxz5v9,2090264,STENT CORONARIO ULTIMASTER 225 MM X 24 MM REF8DE-RD2224KSM,2858499,2858499
yiuWuwJEmhemYEtyf,2090265,STENT CORONARIO ULTIMASTER 225 MM X 28 MM REF8DE-RD2228KSM,2858499,2858499
H7B6Q6xFvTR5ctS9W,2090266,STENT CORONARIO ULTIMASTER 225 MM X 33 MM REF8DE-RD2233KSM,2858499,2858499
nrzYcZvneqjD7eux8,2090267,STENT CORONARIO ULTIMASTER 225 MM X 38 MM REF8DE-RD2238KSM,2858499,2858499
EYXwizoC4MJbruWpJ,2090268,STENT CORONARIO ULTIMASTER 225 MM X 9 MM REF8DE-RD2209KSM,2858499,2858499
bRLmecu6syRdpejyE,2090269,STENT CORONARIO ULTIMASTER 25 MM X 12 MM REF8DE-RD2512KSM,2858499,2858499
wqGcyDAwEySJarv8k,2090270,STENT CORONARIO ULTIMASTER 25 MM X 15 MM REF8DE-RD2515KSM,2858499,2858499
PBoJxgWNmQkmu3hRn,2090271,STENT CORONARIO ULTIMASTER 25 MM X 18 MM REF8DE-RD2518KSM,2858499,2858499
oHwnAvtLAgpKY2S2q,2090272,STENT CORONARIO ULTIMASTER 25 MM X 24 MM REF8DE-RD2524KSM,2858499,2858499
T67rzqstmG3SNMdNk,2090273,STENT CORONARIO ULTIMASTER 25 MM X 28 MM REF8DE-RD2528KSM,2858499,2858499
CDdy83aqLrMwobpkD,2090274,STENT CORONARIO ULTIMASTER 25 MM X 33 MM REF8DE-RD2533KSM,2858499,2858499
dc2A6y8JvYDPiknmL,2090275,STENT CORONARIO ULTIMASTER 25 MM X 38 MM REF8DE-RD2538KSM,2858499,2858499
37CpqrtgsMHY8KgP8,2090276,STENT CORONARIO ULTIMASTER 25 MM X 9 MM REF8DE-RD2509KSM,2858499,2858499
LaydwmuejskHDGXqe,2090277,STENT CORONARIO ULTIMASTER 275 MM X 12 MM REF8DE-RD2712KSM,2858499,2858499
WDRzANB6XLCtPigGs,2090278,STENT CORONARIO ULTIMASTER 275 MM X 15 MM REF8DE-RD2715KSM,2858499,2858499
iR2v3w4rbBanRHdgR,2090279,STENT CORONARIO ULTIMASTER 275 MM X 18 MM REF8DE-RD2718KSM,2858499,2858499
hbdegtuZpGkYSCegy,2090280,STENT CORONARIO ULTIMASTER 275 MM X 24 MM REF8DE-RD2724KSM,2858499,2858499
ej6Z9LXg9LgvPTFj7,2090281,STENT CORONARIO ULTIMASTER 275 MM X 28 MM REF8DE-RD2728KSM,2858499,2858499
fbxjzRSfy3YduLxz2,2090282,STENT CORONARIO ULTIMASTER 275 MM X 33 MM REF8DE-RD2733KSM,2858499,2858499
W3zBKZewTJfxf6vN8,2090283,STENT CORONARIO ULTIMASTER 275 MM X 38 MM REF8DE-RD2738KSM,2858499,2858499
c3Egu2h37yHRzCh8C,2090284,STENT CORONARIO ULTIMASTER 275 MM X 9 MM REF8DE-RD2709KSM,2858499,2858499
7zQFEHAwsfYtfbJnr,2090285,STENT CORONARIO ULTIMASTER 30 MM X 12 MM REF8DE-RD3012KSM,2858499,2858499
rTPoKWiz8nXPCSjA8,2090286,STENT CORONARIO ULTIMASTER 30 MM X 15 MM REF8DE-RD3015KSM,2858499,2858499
KD5EPFe9me7xe4RYx,2090287,STENT CORONARIO ULTIMASTER 30 MM X 18 MM REF8DE-RD3018KSM,2858499,2858499
Bmuzu7StAqtMDhthm,2090288,STENT CORONARIO ULTIMASTER 30 MM X 24 MM REF8DE-RD3024KSM,2858499,2858499
RNBWt3zAQtnEG46qQ,2090289,STENT CORONARIO ULTIMASTER 30 MM X 28 MM REF8DE-RD3028KSM,2858499,2858499
tv9xw2h28MApSkEtx,2090290,STENT CORONARIO ULTIMASTER 30 MM X 33 MM REF8DE-RD3033KSM,2858499,2858499
ChWtPj4Y2z9ZLWJsD,2090291,STENT CORONARIO ULTIMASTER 30 MM X 38 MM REF8DE-RD3038KSM,2858499,2858499
EQZ4WXJMiysoqkhwv,2090292,STENT CORONARIO ULTIMASTER 30 MM X 9 MM REF8DE-RD3009KSM,2858499,2858499
Are8SHBejksxNpfc2,2090293,STENT CORONARIO ULTIMASTER 35 MM X 12 MM REF8DE-RD3512KSM,2858499,2858499
PZ462ueRigq2zXpck,2090294,STENT CORONARIO ULTIMASTER 35 MM X 15 MM REF8DE-RD3515KSM,2858499,2858499
uYhQNZhYqnEPoizX6,2090295,STENT CORONARIO ULTIMASTER 35 MM X 18 MM REF8DE-RD3518KSM,2858499,2858499
YJppCYk534Wh8khvt,2090296,STENT CORONARIO ULTIMASTER 35 MM X 24 MM REF8DE-RD3524KSM,2858499,2858499
5dxLS2iLvmxx5RYb2,2090297,STENT CORONARIO MEDICADO ULTIMASTER 3.5 MM X 28 MM REF: 8DE-RD3528KSM,2858499,2858499
vLRY26SDatrTkKpHw,2090298,STENT CORONARIO ULTIMASTER 35 MM X 33 MM REF8DE-RD3533KSM,2858499,2858499
yYnYYNpWBpQi3t4ah,2090299,STENT CORONARIO ULTIMASTER 35 MM X 38 MM REF8DE-RD3538KSM,2858499,2858499
Xokm97zZoP8cS34oR,2090300,STENT CORONARIO ULTIMASTER 35 MM X 9 MM REF8DE-RD3509KSM,2858499,2858499
YK2Yy9ZapgqWYCxjw,2090301,STENT CORONARIO ULTIMASTER 40 MM X 33 MM REF8DE-RD4033KSM,2858499,2858499
aTCLEaGgNYGcQXMx5,2090302,STENT CORONARIO ULTIMASTER 40 MM X 38 MM REF8DE-RD4038KSM,2858499,2858499
mCPNjhCRmqL93dXx8,2100226,STENT ACCLINO FLEX PLUS 35MM X 15MM REF:,15980000,15980000
df2JzZjbQTT7c2NBP,2100227,STENT ACCLINO FLEX PLUS 35MM X 20MM REF:,15980000,15980000
qkPYpwbaAQ8zpT9YZ,2100228,STENT ACCLINO FLEX PLUS 35MM X 25MM REF:,15980000,15980000
kNusaHyDxkJ2Nret6,2100229,STENT ACCLINO FLEX PLUS 35MM X 30MM REF:,15980000,15980000
yHnsNCj5i6XaqvChd,2100230,STENT ACCLINO FLEX PLUS 35MM X 35MM REF:,15980000,15980000
Gt84zKfkAaA92MwWi,2100231,STENT ACCLINO FLEX PLUS 3MM X 15MM REF:,15980000,15980000
DieKQeqC4czEyrRs3,2100232,STENT ACCLINO FLEX PLUS 3MM X 20MM REF:,15980000,15980000
t3e6g5FBwdRy9cvfD,2100233,STENT ACCLINO FLEX PLUS 3MM X 25MM REF:,15980000,15980000
BZ9BH6vsGP8AgXXTk,2100234,STENT ACCLINO FLEX PLUS 3MM X 30MM REF:,15980000,15980000
PMQ3LShtrbTmxjcEy,2100235,STENT ACCLINO FLEX PLUS 3MM X 35MM REF:,15980000,15980000
ApbkkFqKAzEwQpr4m,2100236,STENT ACCLINO FLEX PLUS 45MM X 15MM REF:,15980000,15980000
FsyxQMfuQpPTtTmao,2100237,STENT ACCLINO FLEX PLUS 45MM X 20MM REF:,15980000,15980000
pxvhezFbtbLMvC4Nw,2100238,STENT ACCLINO FLEX PLUS 45MM X 25MM REF:,15980000,15980000
chdYoa9WLATnxEvBu,2100239,STENT ACCLINO FLEX PLUS 45MM X 30MM REF:,15980000,15980000
dW5Z8L6Xd57k6w2jj,2100240,STENT ACCLINO FLEX PLUS 4MM X 15MM REF:,15980000,15980000
buXKL8T6FwThurqcM,2100241,STENT ACCLINO FLEX PLUS 4MM X 20MM REF:,15980000,15980000
rqXkqNeB3vs82uLjt,2100242,STENT ACCLINO FLEX PLUS 4MM X 25MM REF:,15980000,15980000
bQPwsKapGTyPjx4tH,2100243,STENT ACCLINO FLEX PLUS 4MM X 30MM REF:,15980000,15980000
r4S9ewt5ZfHbcmpqk,2100244,STENT ACCLINO FLEX PLUS 4MM X 35MM REF:,15980000,15980000
n9ihw3aJwGKcd6gBK,2100245,STENT ACCLINO FLEX PLUS 65MM X 15MM REF:,15980000,15980000
MNJtZ8GcYrLooJGdG,2100246,STENT ACCLINO FLEX PLUS 65MM X 20MM REF:,15980000,15980000
PRpsEmuKBY3aKkzvX,2100247,STENT ACCLINO FLEX PLUS 65MM X 25MM REF:,15980000,15980000
XGEBHdfHzWaLbZwMi,2100248,STENT ACCLINO FLEX PLUS 65MM X 30MM REF:,15980000,15980000
Pdyq7M6XvjFHYK4QY,2100249,STENT ACCLINO FLEX PLUS 65MM X 35MM REF:,15980000,15980000
EBDGydYMrbuMnqioY,2100250,STENT CAROTIDEO ACCULINK 6-8/30 REF1010132-30,5493205,5493205
xdPghiYwBvu7Ktp6f,2100251,STENT CAROTIDEO ACCULINK 6-8/40 REF1010132-40,5493205,5493205
mRHTt9Qhjfn8ZCbJZ,2100252,STENT CAROTIDEO ACCULINK 7-10/40 REF1010133-40,5493205,5493205
7xTrjTx3WDdczkhxY,2100253,STENT CAROTIDEO CGUAR 10MM X 20MM REFCRX1020,5493205,5493205
GjdAMqnNqojMDGHJb,2100254,STENT CAROTIDEO CGUAR 10MM X 30MM REFCRX1030,5493205,5493205
CMD2xKJuDjmfzERFk,2100255,STENT CAROTIDEO CGUAR 10MM X 40MM REFCRX1040,5493205,5493205
c8ZZvsywY2sD9aLs6,2100256,STENT CAROTIDEO CGUAR 10MM X 60MM REFCRX1060,5493205,5493205
KopaeQxPuLQtdTSqp,2100257,STENT CAROTIDEO CGUAR 6MM X 20MM REFCRX0620,5493205,5493205
rkgYCBHwTn2x9DRjx,2100258,STENT CAROTIDEO CGUAR 6MM X 30MM REFCRX0630,5493205,5493205
vKDMMRqP73aWudwps,2100259,STENT CAROTIDEO CGUAR 6MM X 40MM REFCRX0640,5493205,5493205
tHwEdKerwSvMbHgSD,2100260,STENT CAROTIDEO CGUAR 6MM X 60MM REFCRX0660,5493205,5493205
pSPf7Nmsy2mccnvaA,2100261,STENT CAROTIDEO CGUAR 7MM X 20MM REFCRX0720,5493205,5493205
ZLoAgag3zGFKMGji5,2100262,STENT CAROTIDEO CGUAR 7MM X 30MM REFCRX0730,5493205,5493205
AoYqTeMczE9MJLKLC,2100263,STENT CAROTIDEO CGUAR 7MM X 40MM REFCRX0740,5493205,5493205
W6hvhc2cFc5pxuesN,2100264,STENT CAROTIDEO CGUAR 7MM X 60MM REFCRX0760,5493205,5493205
8M9KYQCCJwF2xgpAy,2100265,STENT CAROTIDEO CGUAR 8MM X 20MM REFCRX0820,5493205,5493205
Nwt5iSH2zf4QvM7FY,2100266,STENT CAROTIDEO CGUAR 8MM X 30MM REFCRX0830,5493205,5493205
Md5r8BPuTQBDmYxoF,2100267,STENT CAROTIDEO CGUAR 8MM X 40MM REFCRX0840,5493205,5493205
LqX4xt3dqwXjmJASb,2100268,STENT CAROTIDEO CGUAR 8MM X 60MM REFCRX0860,5493205,5493205
wCHMtMugHTGxT96su,2100269,STENT CAROTIDEO CGUAR 9MM X 20MM REFCRX0920,5493205,5493205
Zu3wXAS7zgky2QXDe,2100270,STENT CAROTIDEO CGUAR 9MM X 30MM REFCRX0930,5493205,5493205
chgAPGJT78k6LNunu,2100271,STENT CAROTIDEO CGUAR 9MM X 40MM REFCRX0940,5493205,5493205
ZsuDZSvA8EgEdJppb,2100272,STENT CAROTIDEO CGUAR 9MM X 60MM REFCRX0960,5493205,5493205
rufB7SYXLZoruS52p,2100273,STENT CAROTIDEO WALLSTENT MONORAIL 7 X 30 REF H965SCH647070,5493205,5493205
cJNvXwvtZPeCiY87r,2100274,STENT CAROTIDEO WALLSTENT MONORAIL 7 X 40 REF H965SCH647080,5493205,5493205
5wJTjDZgaWKXkbokx,2100275,STENT CAROTIDEO X-ACT 30X10-8 REFXRX03010T,5493205,5493205
m2EN7qqQv7A9kRqk3,2100276,STENT CAROTIDEO X-ACT 30X8-6 REFXRX03008T,5493205,5493205
gJzqijKStYTTFENQp,2100277,STENT CAROTIDEO X-ACT 30X9-7 REFXRX03009T,5493205,5493205
2QPELDK2JfjPXZ9Hp,2100278,STENT CAROTIDEO X-ACT 40X10-8 REFXRX04010T,5493205,5493205
uhAaDW8mqbg8unkox,2100279,STENT CAROTIDEO X-ACT 40X8-6 REFXRX04008T,5493205,5493205
GawA4FSi3tReZCBi5,2100280,STENT CAROTIDEO X-ACT 40X9-7 REFXRX04009T,5493205,5493205
87LHTpkGLuQu4Zg3i,2100281,STENT CROTIDEO CASPER 7MM X 30MM X 143CM REFCPR-0730-143RX,5493205,5493205
sa5Xbz4cmktZM2QiX,2100282,STENT DE SOPORTE INTRALUMINAL LVIS JR 35 X 28 MM REF172530-CASJ,17608000,17608000
Mc4ifr47RXrvHecdz,2100283,STENT INTRACRANEANAL LVIS BLUE VARIAS MEDIDAS,17608000,17608000
BE6KJGDvTXQifcCJy,2100284,STENT INTRACRANEANAL LVIS JR 35MM X 23MM X 19MM REF 172524-CASJ,17608000,17608000
zJ2uoy5ZhP2j3j2qJ,2100285,STENT LVIS - DISPOSITIVO DE SOPORTE INTRALUMINAL 35 MM X 15MM REF 212525-CAS,16960000,16960000
J5RZXFu2wa7fTheJQ,2100286,STENT LVIS - DISPOSITIVO DE SOPORTE INTRALUMINAL 35MM X 15MM REF 212517-CAS,16960000,16960000
Dj9xvbg9ncZWpHxu4,2100287,STENT LVIS - DISPOSITIVO DE SOPORTE INTRALUMINAL 45MM X 12MM REF 213015-CAS,16960000,16960000
oA7maJDqEQkqP2b5H,2100288,STENT LVIS - DISPOSITIVO DE SOPORTE INTRALUMINAL 45MM X 19MM 213025-CAS,16960000,16960000
KXX2Ldp7j8o6F7jXe,2100289,STENT LVIS - DISPOSITIVO DE SOPORTE INTRALUMINAL 45MM X 30MM 213041-CAS,16960000,16960000
4kkKmwQ4TejHJhY2A,2100290,STENT LVIS - DISPOSITIVO DE SOPORTE INTRALUMINAL 55MM X 23MM 214035-CAS,16960000,16960000
5J8ZqWQyiMJcQ8Ee6,2100291,STENT LVIS - DISPOSITIVO DE SOPORTE INTRALUMINAL 55MM X 30MM 214049-CAS,16960000,16960000
y84nQ6rXYcBW7WDeA,2100292,STENT LVIS JR - DISPOSITIVO DE SOPORTE INTRALUMINAL  25MM X 17MM 172014-CASJ,16960000,16960000
6FwPF5r7mTXvQE9we,2100293,STENT LVIS JR - DISPOSITIVO DE SOPORTE INTRALUMINAL 25MM X 23MM 172020-CASJ,16960000,16960000
9dcYXZDZZpchgFWfS,2100294,STENT LVIS JR - DISPOSITIVO DE SOPORTE INTRALUMINAL 35MM X 14MM 172516-CASJ,16960000,16960000
7kWLdkhJ94MYAh6gL,2100295,STENT LVIS JR - DISPOSITIVO DE SOPORTE INTRALUMINAL 35MM X 19MM 172524-CASJ,16960000,16960000
bDSzFwukAb2QcEAz2,2100296,STENT NV MODELO NEUROFORM ATLAS 30 REF69M003EZAS30150,15884800,15884800
ijkbyAihfCwfZ8vv3,2100297,STENT NV MODELO NEUROFORM ATLAS 30 REF69M003EZAS30210,15884800,15884800
TPynN3dsC7iDopYNC,2100298,STENT NV MODELO NEUROFORM ATLAS 30 REF69M003EZAS30240,15884800,15884800
tdZuvMC3gd7PNFqaP,2100299,STENT NV MODELO NEUROFORM ATLAS 40 REF69M003EZAS40150,15884800,15884800
Ch3LBbMJMWvcwaiQi,2100300,STENT NV MODELO NEUROFORM ATLAS 40 REF69M003EZAS40210,15884800,15884800
E8LqcnXCj7epXCixX,2100301,STENT NV MODELO NEUROFORM ATLAS 40 REF69M003EZAS40240,15884800,15884800
FsSAFDE8qq5jkYuef,2100302,STENT NV MODELO NEUROFORM ATLAS 40 REF69M003EZAS40300,15884800,15884800
H9o9Sg2i3fEGea8Yk,2100303,STENT NV MODELO NEUROFORM ATLAS 45 REF69M003EZAS45210,15884800,15884800
PqNFhxYJBmTQz9BJq,2100304,STENT NV MODELO NEUROFORM ATLAS 45 REF69M003EZAS45300,15884800,15884800
wNqfDqww8RpTS9FcH,2100305,STENT NV MODELO WINGSPAN 25 MM X 20 REF69M003WE0250200,17433600,17433600
43J5nLoKivqKhzKuX,2100306,STENT NV MODELO WINGSPAN 35 MM X 20 REF69M003WE0350200,17433600,17433600
YnLMSnQzRPTogQSj2,2100307,STENT NV MODELO WINGSPAN 40 MM X 20 REF69M003WE0400200,17433600,17433600
WjqQ9iGJLZ3XPYsE4,2100308,STENT PERIFERICCO AUTOEXPANDIBLE EPIC OUS VAS 10X100X120 REF H74939054101020,3955200,3955200
n2EwWPKRjwtJyxJQx,2100309,STENT PERIFERICCO AUTOEXPANDIBLE EPIC OUS VAS 10X20X120 REF H74939054102020,3955200,3955200
eYJfcHZAFRQsdHXnh,2100310,STENT PERIFERICCO AUTOEXPANDIBLE EPIC OUS VAS 10X30X120 REF H74939054103020,3955200,3955200
SFLP7TXaxBJSMfDxT,2100311,STENT PERIFERICCO AUTOEXPANDIBLE EPIC OUS VAS 10X40X120 REF H74939054104020,3955200,3955200
aB7WFZD9QuHcRYZvd,2100312,STENT PERIFERICCO AUTOEXPANDIBLE EPIC OUS VAS 10X50X120 REF H74939054105020,3955200,3955200
zsFkMjkrMmC3bvc73,2100313,STENT PERIFERICCO AUTOEXPANDIBLE EPIC OUS VAS 10X60X120 REF H74939054106020,3955200,3955200
jGzK8SzZPrB2wpo7a,2100314,STENT PERIFERICCO AUTOEXPANDIBLE EPIC OUS VAS 10X70X120 REF H74939054107020,3955200,3955200
iLDAocCxhPPd4kzFn,2100315,STENT PERIFERICCO AUTOEXPANDIBLE EPIC OUS VAS 10X80X120 REF H74939054108020,3955200,3955200
dWtG3JvGuhFbpg8xo,2100316,STENT PERIFERICCO AUTOEXPANDIBLE EPIC OUS VAS 12X30X120 REF H74939054123020,3955200,3955200
fCmGW5g9PjY9oGb8S,2100317,STENT PERIFERICCO AUTOEXPANDIBLE EPIC OUS VAS 12X40X120 REF H74939054124020,3955200,3955200
8Sw7NkrJuHWpBFSwc,2100318,STENT PERIFERICCO AUTOEXPANDIBLE EPIC OUS VAS 12X50X120 REF H74939054125020,3955200,3955200
3ZFrFnJboGxCsNbmT,2100319,STENT PERIFERICCO AUTOEXPANDIBLE EPIC OUS VAS 12X60X120 REF H74939054126020,3955200,3955200
KurSZNWQZwTGpRrJr,2100320,STENT PERIFERICCO AUTOEXPANDIBLE EPIC OUS VAS 14X30X120 REF H74939054143020,3955200,3955200
